Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Floor Heat Gain - Indoor (W),Internal Mass Heat Gain - Indoor (W),Wall Heat Gain - Indoor (W),Window Heat Gain - Indoor (W),Roof Heat Gain - Indoor (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W),Exterior Wall Ext. Solar Gain (W),Exterior Wall Ext. LWR Gain (W),Exterior Wall Ext. Surface Temperature (C),Exterior Wall Ext. Film Coefficient (m^2-K/W),Attic Wall Ext. Solar Gain (W),Attic Wall Ext. LWR Gain (W),Attic Wall Ext. Surface Temperature (C),Attic Wall Ext. Film Coefficient (m^2-K/W),Attic Roof Ext. Solar Gain (W),Attic Roof Ext. LWR Gain (W),Attic Roof Ext. Surface Temperature (C),Attic Roof Ext. Film Coefficient (m^2-K/W),Window Ext. Solar Gain (W),Window Ext. LWR Gain (W),Window Ext. Surface Temperature (C),Window Ext. Film Coefficient (m^2-K/W),Door Ext. Solar Gain (W),Door Ext. LWR Gain (W),Door Ext. Surface Temperature (C),Door Ext. Film Coefficient (m^2-K/W),Exterior Wall Indoor LWR Gain (W),Exterior Wall Indoor Surface Temperature (C),Exterior Wall Indoor Film Coefficient (m^2-K/W),Attic Floor Indoor LWR Gain (W),Attic Floor Indoor Surface Temperature (C),Attic Floor Indoor Film Coefficient (m^2-K/W),Floor Indoor LWR Gain (W),Floor Indoor Surface Temperature (C),Floor Indoor Film Coefficient (m^2-K/W),Window Indoor LWR Gain (W),Window Indoor Surface Temperature (C),Window Indoor Film Coefficient (m^2-K/W),Door Indoor LWR Gain (W),Door Indoor Surface Temperature (C),Door Indoor Film Coefficient (m^2-K/W),Interior Wall Indoor LWR Gain (W),Interior Wall Indoor Surface Temperature (C),Interior Wall Indoor Film Coefficient (m^2-K/W),Indoor Furniture Indoor LWR Gain (W),Indoor Furniture Indoor Surface Temperature (C),Indoor Furniture Indoor Film Coefficient (m^2-K/W),Attic Wall Attic LWR Gain (W),Attic Wall Attic Surface Temperature (C),Attic Wall Attic Film Coefficient (m^2-K/W),Attic Roof Attic LWR Gain (W),Attic Roof Attic Surface Temperature (C),Attic Roof Attic Film Coefficient (m^2-K/W),Attic Floor Attic LWR Gain (W),Attic Floor Attic Surface Temperature (C),Attic Floor Attic Film Coefficient (m^2-K/W)
2019-07-15 12:00:00,0.14802275770139914,0.04317330432957478,0.0,0.14802275770139914,0.04317330432957478,0.0,0.0,0.14802275770139914,0.0,0.04317330432957478,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35671.989187463514,0.0,418.754599550143,24.444444444444457,3.9032339911187424,73.54558009021144,0.12908663668524464,0.01893612101615451,-0.7859632670738043,0.9818496360317616,0.026495570394542353,512.0222639235827,19427.707127287435,24.44399462776598,0.0,34.81342155250004,33.599999999999994,15.099209965306102,-32.18127955616359,280.2741060813851,9.612314899067037,232.78641308790336,0.0,2.96998264,314.9270308887739,-456.06266924189157,22.369753515807755,263.4015905242477,130.1283228404501,125.68650513762014,0.045,0.0011080451238252439,0.026896284787967992,0.0,0.3708613415975971,2.96998264,141.20460936700894,0.3019758707420362,13.233287942529323,0.0069238329175078635,-3.3748138533044316,0.9754451757782442,0.10162690302121288,-144.38529404830425,498.20498021990085,15699.338378194108,-7090.480576839528,42.194207531676966,0.06867587875583193,3685.127607084524,-1797.6971452291862,39.83483136302585,0.06867587875583193,91950.76151357581,-34602.74481056185,62.09840022145724,0.0672846125515661,544.5459689888683,-359.1956715679408,32.867418805316184,0.06867587875583193,150.4097487013863,-77.24287091636587,35.71816013293484,0.06867587875583193,-164.10990646627323,24.864863421448874,0.32548586590269935,-90.06931187067954,24.663392304302526,0.5611340362873486,375.11057495959045,23.886496572939176,0.2805103236939845,-121.5101187463995,26.05079911540233,0.32548586590269935,-9.531576375115547,25.461719690149028,0.32548586590269935,3.673752712188798,24.50732029197281,0.32548586590269935,6.43658578668983,24.486629547067466,0.32548586590269935,222.54970890733787,36.69693491971869,0.32548586590269935,-889.1792807450398,39.173121536976346,0.5362639706129531,666.6295718377089,37.06801677226374,0.5611340362873486
2019-07-15 13:00:00,0.20426269554230814,0.059576619533173246,0.0,0.2042626955423081,0.05957661953317324,0.0,0.0,0.20426269554230814,0.0,0.059576619533173246,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,36254.140736690366,0.0,561.3691605599286,24.444444444444457,3.8676531740660223,98.59287659762472,0.17813871625146185,0.026123979290846262,-1.3887120751240807,0.9980066147927981,0.03582433085688977,687.4747285235237,19199.815390863707,24.444444444444457,0.0,40.206405446872616,34.45,15.099209965306102,-123.74557164572818,-370.3734782190009,12.497211257047338,253.73111879391288,0.0,2.96998264,377.0661817184121,-450.56256399423256,54.328299775550015,278.5646022196489,143.935229704882,136.36038314102976,0.045,0.0013178649509646928,0.026896284787967992,0.0,0.3736399855727184,2.96998264,168.42527622324016,0.30001021116255444,13.249450215439056,0.0069186963116704666,-36.32757443655269,0.9745988077740522,0.1537164305795676,-838.3538604947848,566.5732588734087,17934.331748835626,-8350.864926057244,45.321050350658325,0.06867587875583193,5746.954127350386,-2643.754035850145,45.619804684071006,0.06867587875583193,80168.44451047263,-41661.30652913884,70.66719817222777,0.0672846125515661,651.9918875090272,-372.3226435336409,33.978311508572524,0.06867587875583193,171.97561402581445,-82.69230034066909,37.131015156014506,0.06867587875583193,-158.83137660943274,24.915539537768602,0.32548586590269935,-87.03776121679621,24.720432195101385,0.5611340362873486,381.1605397835335,23.93893277182453,0.2805103236939845,-135.837241613654,26.29156084423381,0.32548586590269935,-10.24107810598549,25.593482545126545,0.32548586590269935,-0.6054956673458947,24.57662580421024,0.32548586590269935,11.392413429680346,24.528185824910526,0.32548586590269935,296.83667482696364,41.55188750706008,0.32548586590269935,-1038.7939908281646,44.55755819156207,0.5362639706129531,741.957316001207,42.24165782771989,0.5611340362873486
2019-07-15 14:00:00,0.27453676610154276,0.08007322344628336,0.0,0.27453676610154276,0.08007322344628336,0.0,0.0,0.27453676610154276,0.0,0.08007322344628336,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,36844.85209970168,0.0,734.94614195662,24.444444444444457,3.767624977904928,129.0780815382785,0.2394162478254636,0.03512051827607914,-2.323179545759669,0.9974321804333285,0.04727887428015155,901.4679213167371,19069.82152851087,24.444444444444457,0.0,42.0843163056024,35.3,15.099209965306102,-248.48953734855414,-696.9735273396485,14.135360432730105,274.97480430786607,0.0,2.96998264,433.2263922045595,-433.9647620795177,83.5758998551983,322.7102836641137,156.2440151523617,161.92238168594088,0.045,0.0013843186383189299,0.026896284787967992,0.0,0.3745200317557167,2.96998264,194.37645722746961,0.2989748219380894,13.228719549726671,0.006894554105521065,-99.46548853915019,0.974612856129337,0.15806303276740385,-1010.5513977968791,442.65595199550916,19238.40589741192,-9018.328673025884,47.02135438390473,0.06867587875583193,7627.111425892307,-3462.552048523141,50.64417443720314,0.06867587875583193,74115.37709594054,-38418.91894926891,67.70790698843543,0.0672846125515661,749.0995132072443,-405.76323607276913,34.97087751961156,0.06867587875583193,165.89539194629577,-82.93840109700146,37.742897213982026,0.06867587875583193,-170.96434426185127,25.03562109291772,0.32548586590269935,-92.4818363523175,24.82384728058899,0.5611340362873486,397.29938152801054,24.007030087262894,0.2805103236939845,-147.6322886955899,26.532018138474985,0.32548586590269935,-11.067134563667475,25.76861020812542,0.32548586590269935,5.834581526163796,24.660423265882056,0.32548586590269935,19.011640819251443,24.59103646567728,0.32548586590269935,197.1696654563298,43.07769261605719,0.32548586590269935,-789.6801848486909,45.176139515726845,0.5362639706129531,592.5105193923683,43.391858746038565,0.5611340362873486
2019-07-15 15:00:00,0.3347275012847192,0.09762885454137647,0.0,0.3347275012847191,0.09762885454137647,0.0,0.0,0.3347275012847192,0.0,0.09762885454137647,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,37230.09283300581,0.0,880.488190993802,24.444444444444457,3.704945307999942,154.6395307389716,0.2919050738627392,0.04282242742197996,-3.19481666548731,0.9970482112582141,0.05695160317746993,1081.144965820241,18984.953661915035,24.444444444444457,0.0,43.10037137121182,35.85,15.099209965306102,-366.93975220020013,-866.5729559780707,16.414239408327553,288.32987091494573,0.0,2.96998264,452.64292385034435,-419.54699407867867,108.52734329678601,368.3616702701012,165.63411579511367,192.25595415791435,0.045,0.0015270818542471815,0.026896284787967992,0.0,0.3764106450271895,2.96998264,205.83434583032872,0.2968913629758797,13.18464249378402,0.0068499769658126285,-114.74087610950733,0.9740753072544103,0.16637255064697884,-1132.694409094705,420.7609838556058,18829.88530641844,-9059.653462226632,47.26777077797728,0.06867587875583193,9108.620898625019,-4166.723287427479,54.54570049287464,0.06867587875583193,66619.77086869422,-36050.337573963254,65.05412688067568,0.0672846125515661,782.6729857974431,-431.5206468121571,35.463611764073875,0.06867587875583193,132.36314728576485,-75.5365670823865,37.285838318549935,0.06867587875583193,-185.80920595233474,25.154828754826795,0.32548586590269935,-102.73326370604627,24.928606336705005,0.5611340362873486,412.9341204841451,24.06934178238911,0.2805103236939845,-152.3073429995534,26.67662925362084,0.32548586590269935,-11.298870721497194,25.878387298679435,0.32548586590269935,13.31380098477069,24.735884449613607,0.32548586590269935,25.90076191051382,24.650339978004393,0.32548586590269935,134.517183032114,44.43695613327754,0.32548586590269935,-717.253651908325,46.07062420679778,0.5362639706129531,582.7364688762178,44.40388823229598,0.5611340362873486
2019-07-15 16:00:00,0.37010775790163025,0.10794809605464223,0.0,0.37010775790163025,0.10794809605464223,0.0,0.0,0.37010775790163025,0.0,0.10794809605464223,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,37230.09283300581,0.0,974.0767291247209,24.444444444444457,3.7066330350070515,171.07642082693135,0.3227374308832,0.04737032701843028,-3.744357038980736,0.9968702136679413,0.06301063645745564,1196.2678340090633,18984.953661915035,24.444444444444457,0.0,42.73422427925171,35.85,15.099209965306102,-448.84344115650885,-1229.3502252975552,26.510348511221945,288.1595770236633,0.0,3.563979167999999,436.8021226305364,-409.7929142197429,124.44743947934089,404.4082577419044,167.25308787044767,218.13114628034452,0.053999999999999986,0.002490094551821148,0.026896284787967992,0.0,0.3891638222009594,3.563979167999999,206.99938326532686,0.2950423839131214,13.145049185831294,0.006811114056266802,-116.36945390844052,0.9734955550062012,0.21108447220085616,-1361.9382092983612,303.6644048277375,17123.84443565353,-8355.227913087469,46.17013093166353,0.06867587875583193,9123.2616862965,-4210.903134899284,54.8823563297393,0.06867587875583193,47620.36021258254,-27270.366979010305,56.1529435234494,0.0672846125515661,755.2823727228641,-415.92432199344415,35.41740243164997,0.06867587875583193,148.53886031455332,-79.44658282983154,37.75841411065859,0.06867587875583193,-199.1122239592632,25.24436405888921,0.32548586590269935,-113.63287659916568,25.00801933829116,0.5611340362873486,423.95437967093153,24.11278229982741,0.2805103236939845,-149.82513710817872,26.70594065900955,0.32548586590269935,-11.411073304578432,25.95020193726942,0.32548586590269935,19.60624606582763,24.786890117112627,0.32548586590269935,30.420685234429765,24.693061917438772,0.32548586590269935,22.469594168968435,44.07295751173813,0.32548586590269935,-470.58235459429307,44.777131497788304,0.5362639706129531,448.1127604253316,43.582845533245965,0.5611340362873486
2019-07-15 17:00:00,0.30420683385461744,0.08872699320759683,0.0,0.3042068338546175,0.08872699320759682,0.0,0.0,0.30420683385461744,0.0,0.08872699320759683,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35146.01915179159,0.0,865.2764035814357,24.444444444444457,4.091769103985421,151.9678950586631,0.26520848329079405,0.03899835056382346,-2.881323276715846,0.99738989590042,0.05472881552628892,1059.123972480638,19442.51477204267,24.444444444444457,0.0,40.33562685220344,32.8,15.099209965306102,-428.42065626990245,-1873.9804028993606,26.105394693139132,212.36109328584786,0.0,6.533961808,369.26445090930946,-409.7935432316987,127.06365040367852,425.18876347520313,123.85026431140014,235.26718095935377,0.099,0.003334397423154495,0.026896284787967992,0.0,0.40034492514338427,6.533961808,191.85529752454622,0.29361296658410974,13.118639281544732,0.006773792791104382,-10.90087462934057,0.974080767245819,0.26058891072668294,-1901.6609038929512,179.64839605225356,15039.52664678688,-7750.950534448945,42.922456271589304,0.06867587875583193,7247.348907291715,-3617.8870298739903,49.64945125891623,0.06867587875583193,27950.122289699444,-18461.83949777562,44.92977480963321,0.0672846125515661,638.5017750495044,-389.74450492888957,32.752339550168124,0.06867587875583193,210.39996569931083,-99.57158248658065,37.23915235253491,0.06867587875583193,-214.67613944717934,25.26982376444391,0.32548586590269935,-128.5142354798336,25.024988605432963,0.5611340362873486,421.18593832492553,24.109643369299512,0.2805103236939845,-110.81694217917536,26.20929022658658,0.32548586590269935,-11.811940204282719,25.982058323179988,0.32548586590269935,15.776210320673636,24.78553614824212,0.32548586590269935,28.8571086648714,24.69183902144585,0.32548586590269935,-91.74662221725491,41.90172326620908,0.32548586590269935,-212.14324040303012,41.6283801497074,0.5362639706129531,303.88986262029357,40.933301797893705,0.5611340362873486
2019-07-15 18:00:00,0.18313043245088775,0.05341304279817563,0.0,0.18313043245088775,0.05341304279817563,0.0,0.0,0.18313043245088775,0.0,0.05341304279817563,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,32323.645003242553,0.0,603.8080347806875,24.444444444444457,4.639290560312609,106.04638666364966,0.15967374065309964,0.023456691797788105,-1.3598654173955536,0.9981942143183484,0.03668343074420439,734.6709786595208,20060.72041614061,24.444444444444457,0.0,35.64887022652703,28.6,15.099209965306102,-302.83779849668883,-1678.8570741249666,10.566445152260858,106.95231773653451,0.0,10.691937504,288.74566064363967,-421.21254332013007,105.78024650413153,410.55556004781226,62.74712383529564,232.76642028343892,0.162,0.002277492055555011,0.026896284787967992,0.0,0.38634832733853613,10.691937504,172.75953589120334,0.29502072190600664,13.149444988424339,0.006802372671432913,96.47200493578347,0.9746665061005388,0.23590598891700187,-1584.3719219434608,11.56123448214375,11624.325689396082,-5940.564607833583,36.2658513176692,0.06867587875583193,5107.470818320761,-2527.3406109054754,40.39787854544122,0.06867587875583193,13133.908178988777,-11090.768555633182,33.03616380777815,0.0672846125515661,499.27529282824287,-349.4844543369096,28.61632277010638,0.06867587875583193,224.53322811642917,-99.38572444215045,33.74320518498417,0.06867587875583193,-222.459797420826,25.194790614379503,0.32548586590269935,-141.0277220022188,24.953905964512693,0.5611340362873486,401.66381883094874,24.04963484482859,0.2805103236939845,-52.861973668654585,25.389711382211072,0.32548586590269935,-10.714481405862076,25.78282899344217,0.32548586590269935,5.156599700075094,24.71113293616079,0.32548586590269935,20.24355596653871,24.63552872847721,0.32548586590269935,-189.3494941780436,37.15317235470233,0.32548586590269935,102.05618483492775,35.85203421354425,0.5362639706129531,87.29330934312202,35.86016953250556,0.5611340362873486
2019-07-15 19:00:00,0.08933620850991314,0.02605639414872468,0.0,0.08933620850991313,0.02605639414872468,0.0,0.0,0.08933620850991314,0.0,0.02605639414872468,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,30710.48630841666,0.0,315.45370358388976,24.444444444444457,4.985159126756667,55.40291532703444,0.07789815167353074,0.011438056836382375,-0.43946735379939106,0.9990429775285229,0.01881318691347796,382.734143101106,20411.98778024741,24.444444444444457,0.0,31.81881242153747,26.1,15.099209965306102,-154.15018499665013,-1022.4174535398326,1.5235389305295,42.947485390947676,0.0,10.691937504,126.26379207885333,-438.12239978196277,75.92298379713469,365.70922604358367,30.215510960719413,215.8109695913528,0.162,0.0005987634353561873,0.026896284787967992,0.0,0.3641169241867315,10.691937504,106.14055676176245,0.29658103068132063,13.183068363560556,0.006834744327012559,98.72182498942354,0.9752111531753707,0.1596173551312923,-875.7289048876277,-91.28563332517066,4916.350702991015,-3570.561644549413,29.28788884872164,0.06867587875583193,2029.9163892960134,-1428.4723432202277,31.343704642540093,0.06867587875583193,3804.1668532378562,-6995.025602781046,25.183459911441084,0.0672846125515661,218.32498408201613,-294.11417004950476,25.554467658775767,0.06867587875583193,117.44522586904827,-71.9895866329367,28.859183372844825,0.06867587875583193,-214.8520472875099,25.061847150119146,0.32548586590269935,-146.06309186346988,24.845272547812034,0.5611340362873486,378.54822072447774,23.970305022776262,0.2805103236939845,-11.567021014351546,24.749202373318276,0.32548586590269935,-8.861085105415023,25.48344267707999,0.32548586590269935,-6.805111793226388,24.613765960436965,0.32548586590269935,9.600136339493655,24.56248485683741,0.32548586590269935,-208.72474697090007,32.866317989889,0.32548586590269935,268.8567021654362,31.153882442548145,0.5362639706129531,-60.13195519453014,31.622792311602783,0.5611340362873486
2019-07-15 20:00:00,0.011443262131248667,0.0033376181216141967,0.0,0.011443262131248667,0.0033376181216141967,0.0,0.0,0.011443262131248667,0.0,0.0033376181216141967,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,29331.196125576607,0.0,42.34946084330902,24.444444444444457,2.56862378667811,7.437806456513688,0.00997898879604903,0.0014642733351996377,-0.014591338634553658,0.4998683868437874,0.0024930153148751194,51.266131973656904,20711.675673714395,24.418125207937425,0.0,28.64467214985097,23.9,15.099209965306102,-29.021901663864032,-682.1008496725013,-1.1628995057812437,-13.6975195859184,-32.79851963643516,10.691937504,9.122437955419647,-455.67576944339714,35.844083597646446,291.5539034063405,1.0432187413538647,181.35209316136908,0.162,0.0007881870444513847,0.026896284787967992,0.021048390218268105,0.6453692931391154,10.691937504,50.29456040357979,0.2996120480878408,13.229765508356243,0.006885976284360465,220.93363585046822,0.9764335473964044,0.11264394079352973,-522.9703825960947,-151.6926606198929,338.43723221545713,-1719.841042044584,23.14627723570423,0.06867587875583193,122.56340599018934,-627.8022300414134,23.805702222150387,0.06867587875583193,109.208974062763,-5504.289406694096,20.369038752465688,0.0672846125515661,15.773770838138299,-270.1636411867609,22.901455987026505,0.06867587875583193,10.261339515795434,-39.9550787435804,23.454502783657592,0.06867587875583193,-194.56745797519991,24.842265930159254,0.32548586590269935,-142.6823358490258,24.66304727525572,0.5611340362873486,345.6532520094803,23.847329308146065,0.2805103236939845,22.266597339639006,24.140540596608435,0.32548586590269935,-5.539393463376016,24.977992384161983,0.32548586590269935,-20.876867098946725,24.460213582439327,0.32548586590269935,-4.253794962568827,24.4431405041118,0.32548586590269935,-176.04767443719282,29.03927716055913,0.32548586590269935,339.037691819259,27.379524360933544,0.5362639706129531,-162.99001738205953,28.131722767272723,0.5611340362873486
2019-07-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,28003.736503046788,0.0,0.0,24.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21003.06746666802,24.211578382860104,0.0,25.67640454203184,21.7,15.099209965306102,-95.96764648433344,-573.3707849740168,-5.257708060356907,-66.3847383080201,-76.4493401336396,12.077929402666665,0.0,-433.96265546309263,49.3917353348861,238.57379780410648,-28.33669837566737,170.35171511245963,0.183,0.0019239178634281903,0.026896284787967992,0.03341731604126645,0.8242114613264242,12.077929402666665,40.046210615016506,0.30829222082643276,13.25705951911015,0.006994993608161083,337.922681238236,0.9776509761731474,0.10342575003361144,-409.431068913537,-163.9397160604799,0.0,-1640.057167225003,20.506681744418092,0.06867587875583193,0.0,-571.9326418832462,20.961759454969,0.06867587875583193,0.0,-5650.76708583516,17.653400435975467,0.0672846125515661,0.0,-300.0986849702764,20.827291718139122,0.06867587875583193,0.0,-38.96224305242083,20.897724151974312,0.06867587875583193,-168.44465785316473,24.540078295384625,0.32548586590269935,-140.78674386492094,24.413266724146233,0.5611340362873486,315.7069588500598,23.64901630962256,0.2805103236939845,48.16899276965249,23.55974011324666,0.32548586590269935,-2.445306103020774,24.423054824579197,0.32548586590269935,-38.78965065633711,24.24302222479282,0.32548586590269935,-13.409593142267294,24.234225218710744,0.32548586590269935,-136.43625073212323,25.80959796419171,0.32548586590269935,332.46006472094996,24.379306486633183,0.5362639706129531,-196.02381398882025,25.19901588505434,0.5611340362873486
