Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Floor Heat Gain - Indoor (W),Internal Mass Heat Gain - Indoor (W),Wall Heat Gain - Indoor (W),Window Heat Gain - Indoor (W),Roof Heat Gain - Indoor (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W),Exterior Wall Ext. Solar Gain (W),Exterior Wall Ext. LWR Gain (W),Exterior Wall Ext. Surface Temperature (C),Exterior Wall Ext. Film Coefficient (m^2-K/W),Attic Wall Ext. Solar Gain (W),Attic Wall Ext. LWR Gain (W),Attic Wall Ext. Surface Temperature (C),Attic Wall Ext. Film Coefficient (m^2-K/W),Attic Roof Ext. Solar Gain (W),Attic Roof Ext. LWR Gain (W),Attic Roof Ext. Surface Temperature (C),Attic Roof Ext. Film Coefficient (m^2-K/W),Window Ext. Solar Gain (W),Window Ext. LWR Gain (W),Window Ext. Surface Temperature (C),Window Ext. Film Coefficient (m^2-K/W),Door Ext. Solar Gain (W),Door Ext. LWR Gain (W),Door Ext. Surface Temperature (C),Door Ext. Film Coefficient (m^2-K/W),Exterior Wall Indoor LWR Gain (W),Exterior Wall Indoor Surface Temperature (C),Exterior Wall Indoor Film Coefficient (m^2-K/W),Attic Floor Indoor LWR Gain (W),Attic Floor Indoor Surface Temperature (C),Attic Floor Indoor Film Coefficient (m^2-K/W),Floor Indoor LWR Gain (W),Floor Indoor Surface Temperature (C),Floor Indoor Film Coefficient (m^2-K/W),Window Indoor LWR Gain (W),Window Indoor Surface Temperature (C),Window Indoor Film Coefficient (m^2-K/W),Door Indoor LWR Gain (W),Door Indoor Surface Temperature (C),Door Indoor Film Coefficient (m^2-K/W),Interior Wall Indoor LWR Gain (W),Interior Wall Indoor Surface Temperature (C),Interior Wall Indoor Film Coefficient (m^2-K/W),Indoor Furniture Indoor LWR Gain (W),Indoor Furniture Indoor Surface Temperature (C),Indoor Furniture Indoor Film Coefficient (m^2-K/W),Attic Wall Attic LWR Gain (W),Attic Wall Attic Surface Temperature (C),Attic Wall Attic Film Coefficient (m^2-K/W),Attic Roof Attic LWR Gain (W),Attic Roof Attic Surface Temperature (C),Attic Roof Attic Film Coefficient (m^2-K/W),Attic Floor Attic LWR Gain (W),Attic Floor Attic Surface Temperature (C),Attic Floor Attic Film Coefficient (m^2-K/W)
2019-07-15 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35761.68598619498,0.0,Off,0.0,24.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25300.54690686244,24.426174049040032,0,32.500218260998935,33.3,15.099209965306102,379.935050598183,128.73153448410054,8.636887537018554,225.950539503831,0.0,2.96998264,300.38751100508205,154.44062061715547,1.5754253009694068,-28.2629791494566,-67.46467243415353,-6.726197356980686,0.045,0.0010281019349961049,0.026896284787967992,0.0,0.36980265394628936,2.96998264,142.3776409173334,0.39402783057666424,11.658626874458848,0.006923973229799014,2.30529736,0.990555033081173,0.08730461015235348,66.10264584039662,62.62888864370391,14469.455753073395,-2992.0078305453007,34.3,0.06867587875583193,2804.2868799966727,-927.7792521755279,34.3,0.06867587875583193,92885.23962211018,-10159.324822524739,34.3,0.0672846125515661,519.405424776599,-372.4860469821207,32.774098351540786,0.06867587875583193,145.20772238402185,-64.20617662114385,34.3,0.06867587875583193,-211.32063523718534,24.91414540159439,0.32548586590269935,-102.00067096010753,24.631507941855705,0.5611340362873486,450.1245392878336,23.708433088615134,0.2805103236939845,-132.54670236057245,26.138336008320422,0.32548586590269935,-10.1163601654157,25.46831288425389,0.32548586590269935,4.18559245387587,24.454645862091272,0.32548586590269935,1.6742369815547136,24.454645862091283,0.32548586590269935,-16.28545307166678,32.59498267673063,0.32548586590269935,-83.85952791998716,32.60633591922679,0.5362639706129531,100.1449809916594,32.33672723536422,0.5611340362873486
2019-07-15 12:01:00,0.015515695952921583,0.004525411319602131,0.0,0.00025859493254869306,7.542352199336886e-05,0.0,0.0,0.015515695952921583,0.0,0.004525411319602131,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35462.81730696027,0.0,On,44.34239435036357,24.444444444444457,4.000352660034027,7.787823987103213,0.013529930334315207,0.001985765618606376,-0.008508846879744528,0.9998427911941693,0.0027936341117457894,54.1244928029529,19374.22390977664,24.43572583914046,0,32.506635431711786,33.3,15.099209965306102,333.46986665866444,126.80564386927789,8.61754184477413,225.70732624515924,0.0,2.96998264,300.2541508016989,-527.4742341652245,2.862879518416217,297.62662570185813,129.9270356713856,132.72939618258292,0.045,0.0010269044584645913,0.026896284787967992,0.0,0.3697867957645579,2.96998264,140.51741027909463,0.3007531906841977,13.262616247370444,0.006923987184407484,2.297159815976508,0.9757901011873333,0.08721335253093955,65.50371991697557,69.08974793940554,14414.284578442059,-3560.0862009909474,35.4,0.06867587875583193,2764.7365643053154,-1103.9323091055621,35.4,0.06867587875583193,92889.74785367292,-10986.176251521554,35.4,0.0672846125515661,519.1748292606445,-354.0746795764845,32.55762033579691,0.06867587875583193,145.2007661865014,-73.3435003204005,35.125601482412506,0.06867587875583193,-185.6510895281026,24.868227160900652,0.32548586590269935,-98.37720966164488,24.63443965830311,0.5611340362873486,395.02898559143796,23.809968857398168,0.2805103236939845,-116.49136468575671,25.945577484913684,0.32548586590269935,-9.167414684943537,25.383208824919375,0.32548586590269935,10.585616792894143,24.452954115927326,0.32548586590269935,4.072476176126656,24.45362833167047,0.32548586590269935,-14.077641053529078,32.599089424927506,0.32548586590269935,-94.96282615360542,32.63979605125313,0.5362639706129531,109.04046720715269,32.34126347624761,0.5611340362873486
2019-07-15 12:02:00,0.13590605721531185,0.03963926668779932,0.0,0.002265100953588531,0.0006606544447966552,0.0,0.0,0.13590605721531185,0.0,0.03963926668779932,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35461.764349885154,0.0,On,388.48281953474424,24.444444444444457,4.006888825907882,68.22896834675244,0.11849062981740487,0.017415427397906986,-0.6515653107432083,0.998627644415925,0.024505692862905517,474.7787805901468,19374.22390977664,24.444444444444457,0,32.51397486320601,33.3,15.099209965306102,-11.867298772034474,72.46131876923006,8.599905003408432,225.48532802443174,0.0,2.96998264,300.13326554567226,-506.1651529168216,1.330999291847534,293.195813415088,129.4058369295429,130.94037970837553,0.045,0.0010258117286286658,0.026896284787967992,0.0,0.3697723247433183,2.96998264,139.5603050948696,0.30059685178248396,13.266128650480855,0.006924001300162562,1.7492605065956173,0.9757615053042011,0.08710886237619155,64.81998982799217,75.87029728799033,14358.999606611807,-4139.52090616538,36.51,0.06867587875583193,2725.2142268927323,-1283.6068045942006,36.51,0.06867587875583193,92893.1450890657,-11829.557092809311,36.51,0.0672846125515661,518.9658043995719,-350.97310689449455,32.52110722821104,0.06867587875583193,145.19552140951407,-75.86989349805694,35.3527068902919,0.06867587875583193,-184.39845208320185,24.876144174054115,0.32548586590269935,-95.24988717962697,24.639855321733734,0.5611340362873486,389.93126866893,23.829229230293063,0.2805103236939845,-117.13137198959248,25.96410037703196,0.32548586590269935,-9.240370958032827,25.400976870557525,0.32548586590269935,11.668251719027467,24.461788140742428,0.32548586590269935,4.420561822473246,24.462816388012406,0.32548586590269935,-10.205695722368546,32.63326659222611,0.32548586590269935,-107.59627800941234,32.7160084272528,0.5362639706129531,117.80197373177361,32.38679833443518,0.5611340362873486
2019-07-15 12:03:00,0.13892492297133907,0.04051976919997392,0.0,0.002315415382855651,0.0006753294866662321,0.0,0.0,0.13892492297133907,0.0,0.04051976919997392,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35460.80312917425,0.0,On,397.2207548986115,24.444444444444457,4.007054542529816,69.76360587865479,0.12114733123960508,0.017777591731733988,-0.6820114500234898,0.9985950768767184,0.0250561759903094,485.4439639590238,19374.22390977664,24.444444444444457,0,32.52074157081879,33.3,15.099209965306102,-21.660160699259677,81.99478127381569,8.599905003408432,225.48532802443174,0.0,2.96998264,300.02444908760475,-493.4892443593592,1.7673489787321037,290.48566848360076,129.4626708886967,129.96433596502382,0.045,0.0010258117286286658,0.026896284787967992,0.0,0.3697723247433183,2.96998264,138.5053785315117,0.30059731331169653,13.266141924495187,0.0069240120494610405,1.7226696386832479,0.9757614990420863,0.08701241481427875,64.19081829229043,87.56756886018005,14303.602144811317,-4725.750808148009,37.620999999999995,0.06867587875583193,2685.720754340543,-1402.6200965019882,37.23872460712221,0.06867587875583193,92895.43132868054,-12682.828502869761,37.620999999999995,0.0672846125515661,518.7776479131851,-351.4954041963294,32.527256863010976,0.06867587875583193,145.19199045015992,-75.95462075175482,35.360314601362596,0.06867587875583193,-181.39059578970046,24.87936513947368,0.32548586590269935,-94.20467049650324,24.64778864257338,0.5611340362873486,383.87243874921114,23.849143921600174,0.2805103236939845,-116.83727281416395,25.969949487657452,0.32548586590269935,-9.207648287210645,25.40733368263586,0.32548586590269935,12.593796749795729,24.469935179672845,0.32548586590269935,5.173951888558804,24.46936665690582,0.32548586590269935,-4.245488907428808,32.694583894419644,0.32548586590269935,-128.9367731000748,32.84452775122435,0.5362639706129531,133.18226200749632,32.46268640068011,0.5611340362873486
2019-07-15 12:04:00,0.14089492529725453,0.04109435321169926,0.0,0.002348248754954242,0.0006849058868616544,0.0,0.0,0.14089492529725453,0.0,0.04109435321169926,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35460.80312917425,0.0,On,402.85726790867767,24.444444444444457,4.007161721947219,70.75354275208059,0.12286547101150694,0.018029454285747596,-0.7015474398204565,0.9985750805189181,0.025412208234977623,492.3418123863263,19374.22390977664,24.444444444444457,0,32.53093961060022,33.3,15.099209965306102,-27.93176874160116,95.48651744422338,8.599905003408432,225.48532802443174,0.0,2.96998264,299.9272784714387,-483.84411779841685,3.2963807707498916,288.7342344021428,129.48639751766254,129.8083950760814,0.045,0.0010258117286286658,0.026896284787967992,0.0,0.3697723247433183,2.96998264,137.8702834992363,0.30059776782509623,13.266154996710588,0.006924022635357295,1.705369570459005,0.9757614928751632,0.08686685731865337,63.24478711643257,102.99527307987141,14248.093351463769,-5318.355440255046,38.732099999999996,0.06867587875583193,2646.2569401654964,-1423.9618135750197,37.368859712215894,0.06867587875583193,92896.60657742809,-13545.378482555561,38.732099999999996,0.0672846125515661,518.6096284605898,-351.9899339202713,32.53307921463119,0.06867587875583193,145.19017491730978,-75.74200935544073,35.341223030244464,0.06867587875583193,-179.89185945661302,24.880220771798147,0.32548586590269935,-93.40050251610955,24.650518935221413,0.5611340362873486,381.0543344885882,23.85797152882451,0.2805103236939845,-116.79026292543767,25.973373353922607,0.32548586590269935,-9.205490636747413,25.411157207109337,0.32548586590269935,12.751074838051863,24.47374857805903,0.32548586590269935,5.482706208265881,24.47215566994872,0.32548586590269935,3.4306428541240166,32.780704044380826,0.32548586590269935,-156.9664579783348,33.01774338047118,0.5362639706129531,153.53581512421079,32.566719722213875,0.5611340362873486
2019-07-15 12:05:00,0.1420800654729354,0.041440019096272845,0.0,0.00236800109121559,0.0006906669849378808,0.0,0.0,0.1420800654729354,0.0,0.041440019096272845,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35460.80312917425,0.0,On,406.24833026451586,24.444444444444457,4.0072262051664405,71.34911268337237,0.12389912504829871,0.018180940424636676,-0.7134373182113867,0.9985630431590619,0.025626410792134808,496.4918206907363,19374.22390977664,24.444444444444457,0,32.54544067858202,33.3,15.099209965306102,-31.880677180095745,111.9210863630739,8.599905003408432,225.48532802443174,0.0,2.96998264,299.90962338406604,-477.8051675612035,4.747028567141875,287.1073992851259,129.51505814613137,129.66441105167658,0.045,0.0010258117286286658,0.026896284787967992,0.0,0.3697723247433183,2.96998264,137.3124374165799,0.30059821777399115,13.266167937629465,0.006924033114943779,1.6945802027669685,0.9757614867701722,0.08665946134457721,61.90412017399633,121.36607887244995,14236.725162727838,-5917.3330278608255,39.84321,0.06867587875583193,2638.167892223022,-1418.6480185070116,37.33647315129354,0.06867587875583193,92896.67083480278,-14417.20444885732,39.84321,0.0672846125515661,518.579100732837,-352.13630928273585,32.534802502903005,0.06867587875583193,145.19007564358714,-75.6569737401706,35.33358621242273,0.06867587875583193,-178.06959878547787,24.880154594283397,0.32548586590269935,-92.63410156084137,24.653081108900007,0.5611340362873486,378.13497787299275,23.866735430903958,0.2805103236939845,-116.73370012598116,25.976449248473074,0.32548586590269935,-9.208590776755273,25.41527231626742,0.32548586590269935,12.721858819480985,24.477641369348703,0.32548586590269935,5.789154556568974,24.474722919623037,0.32548586590269935,12.50347719819365,32.888231291536435,0.32548586590269935,-190.30061836771347,33.2281887131045,0.5362639706129531,177.79714116952528,32.69507356722076,0.5611340362873486
2019-07-15 12:06:00,0.1428077597857868,0.04165226327085451,0.0,0.0023801293297631134,0.0006942043878475752,0.0,0.0,0.1428077597857868,0.0,0.04165226327085451,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35460.80312917425,0.0,On,408.3304899278172,24.444444444444457,4.007265799641659,71.71480094194301,0.1245338006534256,0.0182739591323612,-0.720790255743099,0.9985556464459833,0.025757937070503167,499.0400402578645,19374.22390977664,24.444444444444457,0,32.56491656760318,33.3,15.099209965306102,-34.27602199750845,130.45072352599493,8.599905003408432,225.48532802443174,0.0,2.96998264,300.00666009904205,-473.8215593877159,6.053076322530766,285.53599156351385,129.54608509127414,129.50898462455612,0.045,0.0010258117286286658,0.026896284787967992,0.0,0.3697723247433183,2.96998264,136.9992522624686,0.3005986648761807,13.26618079665775,0.006924043528229091,1.6876542696437205,0.9757614807038058,0.08638013140116133,60.111930644442744,142.0535938234952,14292.332577537323,-6494.679894197338,40.90310942301976,0.06867587875583193,2677.628401033213,-1423.4898972745275,37.36598388294949,0.06867587875583193,92895.62409747748,-15298.365633189165,40.954321,0.0672846125515661,518.7468886544867,-352.17868157422697,32.53530134967299,0.06867587875583193,145.19169267963053,-75.65225076887185,35.3331620385627,0.06867587875583193,-176.46324214565539,24.880036705113806,0.32548586590269935,-92.23117236283724,24.655733606713216,0.5611340362873486,376.09755305790895,23.87350129997835,0.2805103236939845,-116.67256907950559,25.97896013333519,0.32548586590269935,-9.214978446651912,25.419202530856506,0.32548586590269935,12.484521636659338,24.48136564684708,0.32548586590269935,5.999887340087298,24.477173681606423,0.32548586590269935,22.700980388177413,33.013873111523246,0.32548586590269935,-227.82619622755738,33.46918400838314,0.5362639706129531,205.12521583937632,32.843983385822064,0.5611340362873486
2019-07-15 12:07:00,0.14323093161338948,0.04177568838723863,0.0,0.0023871821935564914,0.0006962614731206438,0.0,0.0,0.14323093161338948,0.0,0.04177568838723863,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35460.80312917425,0.0,On,409.5413556297461,24.444444444444457,4.007288825695751,71.92746444595078,0.12490288867300998,0.018328042940379496,-0.7250870603970382,0.9985513381375457,0.02583442580241366,500.52195007647333,19374.22390977664,24.444444444444457,0,32.58986842098322,33.3,15.099209965306102,-35.66434438057615,150.42029176956038,8.599905003408432,225.48532802443174,0.0,2.96998264,300.1152538670758,-471.1477162505752,7.213289449778319,284.0083114866613,129.56570326746692,129.35241644186473,0.045,0.0010258117286286658,0.026896284787967992,0.0,0.3697723247433183,2.96998264,136.82179558132975,0.3005991101510032,13.26619360311253,0.006924053898954241,1.6833306527330123,0.9757614746622336,0.08602093784137596,57.8299984524451,164.51775776306604,14347.829061467859,-6659.645432664729,41.20399254609674,0.06867587875583193,2717.1188508533655,-1436.2586814561741,37.443767926883694,0.06867587875583193,92893.46635930342,-16188.927726776103,42.0654321,0.0672846125515661,518.9346600835482,-352.2166388058821,32.535748216100814,0.06867587875583193,145.19502529399128,-75.66672559244955,35.334462028601706,0.06867587875583193,-175.179828011911,24.879900941473107,0.32548586590269935,-92.00136721363378,24.657964381104513,0.5611340362873486,374.87614481347555,23.878183160766394,0.2805103236939845,-116.63391266866438,25.98105302702934,0.32548586590269935,-9.224366614062774,25.422725570226305,0.32548586590269935,12.05856799295725,24.48469321414966,0.32548586590269935,6.104761701848474,24.47935450588476,0.32548586590269935,33.785756002203925,33.154703616280784,0.32548586590269935,-268.581739041736,33.7348642234624,0.5362639706129531,234.79598303954117,33.01009543805509,0.5611340362873486
2019-07-15 12:08:00,0.14345023010831587,0.04183965044825882,0.0,0.002390837168471931,0.0006973275074709802,0.0,0.0,0.14345023010831587,0.0,0.04183965044825882,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35460.80312917425,0.0,On,410.16889865438424,24.444444444444457,4.007300759125848,72.03767939243293,0.12509416971660486,0.01835606039171099,-0.7273228290402279,0.9985490975578264,0.02587406667756157,501.2899612675684,19374.22390977664,24.444444444444457,0,32.62065457495046,33.3,15.099209965306102,-36.4057153292045,171.29189634814236,8.599905003408432,225.48532802443174,0.0,2.96998264,300.2358308434394,-469.3561082977063,8.265758137638091,282.53215317539735,129.57199756824846,129.20028556691736,0.045,0.0010258117286286658,0.026896284787967992,0.0,0.3697723247433183,2.96998264,136.7079676573396,0.30059955428506013,13.266206376741376,0.0069240642431106,1.6807618832728148,0.9757614686361391,0.08557567915362599,55.036548635128696,188.29302710544658,14403.213422977835,-6674.500394424996,41.231044366932565,0.06867587875583193,2756.6384236551867,-1451.59405710919,37.5371097912558,0.06867587875583193,92890.19761133971,-17088.957285276312,43.176543210000006,0.0672846125515661,519.1431518927344,-352.26704484796244,32.53634163801289,0.06867587875583193,145.2000719746158,-75.68102635533093,35.33574637003636,0.06867587875583193,-174.09747199965932,24.87947540805268,0.32548586590269935,-91.81441992357577,24.659545325519332,0.5611340362873486,374.10564479625464,23.881381991856195,0.2805103236939845,-116.62147387456753,25.98276371179586,0.32548586590269935,-9.235957786757353,25.42575115220821,0.32548586590269935,11.519094169496384,24.487487521737886,0.32548586590269935,6.144584618796216,24.481083944613882,0.32548586590269935,45.55141179580096,33.308151205113155,0.32548586590269935,-311.7373491912149,34.020120620277176,0.5362639706129531,266.18593739541393,33.19045716582667,0.5611340362873486
2019-07-15 12:09:00,0.14353609947806292,0.04186469568110171,0.0,0.0023922683246343822,0.0006977449280183618,0.0,0.0,0.14353609947806292,0.0,0.04186469568110171,1,Off,0.0,21.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,35460.80312917425,0.0,On,410.4146677239655,24.444444444444457,4.007305432574954,72.08084364378685,0.1251690801581455,0.018367019319917407,-0.7282042204765915,0.9985482103838901,0.025889591100216054,501.5907349081464,19374.22390977664,24.444444444444457,0,32.657512355570155,33.3,15.099209965306102,-36.730995770455024,192.62276592690023,8.599905003408432,225.48532802443174,0.0,2.96998264,300.36880061367793,-468.1621885968458,9.245092575685264,281.11381883460325,129.5703083498274,129.05186049555675,0.045,0.0010258117286286658,0.026896284787967992,0.0,0.3697723247433183,2.96998264,136.62845628567035,0.30059999774135493,13.266219130860629,0.006924074571481797,1.679346176102926,0.975761462619241,0.08503954052686186,51.72444828244563,212.97916128824144,14458.484432234061,-6680.828856311159,41.242566773668415,0.06867587875583193,2796.186287395789,-1467.3207394802716,37.63274612583943,0.06867587875583193,92885.81784196993,-17998.521163208297,44.287654321000005,0.0672846125515661,519.3730723037467,-352.3270400800539,32.53704794735225,0.06867587875583193,145.20683043181765,-75.69362646293168,35.33687796352557,0.06867587875583193,-173.11007114376844,24.87864092081938,0.32548586590269935,-91.66140794233797,24.66056945659272,0.5611340362873486,373.5531112539247,23.88359718976699,0.2805103236939845,-116.62474605118314,25.984066611490075,0.32548586590269935,-9.248722497511721,25.428284354261955,0.32548586590269935,10.936154256705777,24.48973988597357,0.32548586590269935,6.155682124168379,24.482318691712802,0.32548586590269935,57.818835408275845,33.47195863301682,0.32548586590269935,-356.578486801518,34.320516298399006,0.5362639706129531,298.75965139325126,33.382472905472305,0.5611340362873486
