,start_time,end_time,power,duration,energy
0,2019-07-15 15:00:00,2019-07-15 18:00:00,0.41183603638954175,0 days 03:00:00,1.2355081091686253
1,2019-07-16 16:00:00,2019-07-16 19:00:00,0.41183603638954175,0 days 03:00:00,1.2355081091686253
2,2019-07-17 10:00:00,2019-07-17 12:00:00,0.3088770272921562,0 days 02:00:00,0.6177540545843123
