Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Grid Voltage (-),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Internal Mass Heat Gain - Indoor (W),Floor Heat Gain - Indoor (W),Roof Heat Gain - Indoor (W),Wall Heat Gain - Indoor (W),Window Heat Gain - Indoor (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W),Exterior Wall Ext. Solar Gain (W),Exterior Wall Ext. LWR Gain (W),Exterior Wall Ext. Surface Temperature (C),Exterior Wall Ext. Film Coefficient (m^2-K/W),Attic Wall Ext. Solar Gain (W),Attic Wall Ext. LWR Gain (W),Attic Wall Ext. Surface Temperature (C),Attic Wall Ext. Film Coefficient (m^2-K/W),Attic Roof Ext. Solar Gain (W),Attic Roof Ext. LWR Gain (W),Attic Roof Ext. Surface Temperature (C),Attic Roof Ext. Film Coefficient (m^2-K/W),Window Ext. Solar Gain (W),Window Ext. LWR Gain (W),Window Ext. Surface Temperature (C),Window Ext. Film Coefficient (m^2-K/W),Door Ext. Solar Gain (W),Door Ext. LWR Gain (W),Door Ext. Surface Temperature (C),Door Ext. Film Coefficient (m^2-K/W),Exterior Wall Indoor LWR Gain (W),Exterior Wall Indoor Surface Temperature (C),Exterior Wall Indoor Film Coefficient (m^2-K/W),Attic Floor Indoor LWR Gain (W),Attic Floor Indoor Surface Temperature (C),Attic Floor Indoor Film Coefficient (m^2-K/W),Floor Indoor LWR Gain (W),Floor Indoor Surface Temperature (C),Floor Indoor Film Coefficient (m^2-K/W),Window Indoor LWR Gain (W),Window Indoor Surface Temperature (C),Window Indoor Film Coefficient (m^2-K/W),Door Indoor LWR Gain (W),Door Indoor Surface Temperature (C),Door Indoor Film Coefficient (m^2-K/W),Interior Wall Indoor LWR Gain (W),Interior Wall Indoor Surface Temperature (C),Interior Wall Indoor Film Coefficient (m^2-K/W),Indoor Furniture Indoor LWR Gain (W),Indoor Furniture Indoor Surface Temperature (C),Indoor Furniture Indoor Film Coefficient (m^2-K/W),Attic Wall Attic LWR Gain (W),Attic Wall Attic Surface Temperature (C),Attic Wall Attic Film Coefficient (m^2-K/W),Attic Roof Attic LWR Gain (W),Attic Roof Attic Surface Temperature (C),Attic Roof Attic Film Coefficient (m^2-K/W),Attic Floor Attic LWR Gain (W),Attic Floor Attic Surface Temperature (C),Attic Floor Attic Film Coefficient (m^2-K/W)
2019-01-15 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.264069437313946,0.0,14.203392968312375,12.5,6.529479366362011,-96.12046705105939,-5.18783109645743,-25.209478377230653,-297.5746501087462,-42.71256776262521,2.96998264,581.1385321396946,167.89577342622525,-822.704123199616,-16.23494511929291,-199.78091202472825,-181.62966467689196,0.045,0.002196703569159473,0.026896284787967992,0.0035665897440290656,0.4325107934650389,2.96998264,266.40624655754266,0.08505969534588924,7.919064975284319,0.0017939577197031782,-2.974157788749604,0.9864449765204942,0.06422760566219272,-118.0458419932435,112.85801089678607,22569.700774009038,-8648.595124001846,26.20371779967409,0.06867587875583193,2523.973060599482,-1322.3270352677764,16.562115951301852,0.06867587875583193,48819.56710592022,-21655.892185583005,30.500001900369405,0.0672846125515661,1004.8570432575692,-657.8560981219654,15.74929265853649,0.06867587875583193,90.70844388983758,-68.4037131171637,14.039151844179347,0.06867587875583193,-4.280950413405298,22.546854657767515,0.32548586590269935,-102.94637291770523,22.712310444621224,0.5611340362873486,408.697336520176,21.840299436237455,0.2805103236939845,86.88983786467175,21.40074218094858,0.32548586590269935,7.8121314679497456,21.7375183510474,0.32548586590269935,-299.3005144668703,23.044786208595813,0.32548586590269935,-96.87146805481625,22.948079673360485,0.32548586590269935,120.46607506047945,14.923809680650455,0.32548586590269935,-245.61068864333114,16.228924478419643,0.5362639706129531,125.1446135828565,15.608963619873085,0.5611340362873486
2019-01-15 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.047542033917406,0.0,16.885313208285343,13.05,6.529479366362011,21.341029022267044,-220.8941338826047,-8.409956540243916,-248.29563803630393,0.0,2.96998264,613.4900417967341,299.28516267525845,-632.3670856880337,86.77600988904939,-60.81411909176395,-154.5114434714833,0.045,0.0009088541876790492,0.026896284787967992,0.0,0.36822345602611806,2.96998264,275.0766409588149,0.09096207525453243,7.425779937238695,0.001791353806032611,-9.838361673982256,0.9902607645535165,0.10187525395600731,-404.2435562938091,183.34942241120442,24696.87681615414,-10360.984515685188,30.203375395627564,0.06867587875583193,4722.356595903867,-2080.4406185280477,22.50256972266798,0.06867587875583193,44343.45214739244,-22982.35213296462,32.745570693008645,0.0672846125515661,1060.7966179734253,-666.0023621869151,16.303373840285317,0.06867587875583193,88.42729801434126,-68.27893535170162,14.474090980102757,0.06867587875583193,-18.4571232156976,21.804884908696863,0.32548586590269935,-114.28438175334887,21.959752751072713,0.5611340362873486,383.6190733583963,21.104808639200954,0.2805103236939845,74.2067203091623,20.786527494965505,0.32548586590269935,6.944384096958739,21.047817327084793,0.32548586590269935,-243.25003789804188,22.179943989370305,0.32548586590269935,-88.77863489742728,22.143661127331473,0.32548586590269935,161.1766137292792,17.56932738752873,0.32548586590269935,-377.23804298918805,19.35362559072837,0.5362639706129531,216.0614292599142,18.376664682581282,0.5611340362873486
2019-01-15 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.421876509336826,0.0,18.21766177632646,13.05,6.529479366362011,43.606751892753984,-493.3933739618656,-7.130234806887322,-231.02309871489035,0.0,2.96998264,648.7532976472756,278.5108681736015,-541.6669234228041,104.66971775479577,-1.0470954416521157,-144.55079245112293,0.045,0.0008300889894720407,0.026896284787967992,0.0,0.36718036850464336,2.96998264,278.7901027745317,0.09429766231725098,7.148833004406981,0.0017874699054016778,-9.537299501032853,0.9923660276017405,0.1173115039028231,-622.2130567385036,128.819682776638,25378.800971914894,-10733.46834163566,30.955632581159943,0.06867587875583193,6510.916384328367,-2740.5460029485157,27.068352720933046,0.06867587875583193,36952.27818291619,-20391.799437853417,29.151879179000424,0.0672846125515661,1121.7709451775502,-675.4242939515328,16.433846330714417,0.06867587875583193,78.0364413874912,-65.79795170488191,14.1979134061682,0.06867587875583193,-36.03879980520433,21.338901291275967,0.32548586590269935,-109.18882127605526,21.446849994577395,0.5611340362873486,351.2400582138785,20.652342431423975,0.2805103236939845,66.74699279286256,20.375395743475014,0.32548586590269935,6.22937255089394,20.613309328357044,0.32548586590269935,-187.68968824004125,21.581644529463922,0.32548586590269935,-91.29911423633153,21.651264945191226,0.32548586590269935,102.33595333108323,18.857638436582697,0.32548586590269935,-258.1655539138762,20.00836873564351,0.5362639706129531,155.82960058279775,19.331538985898703,0.5611340362873486
2019-01-15 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.96310122684557,0.0,18.027018022536488,11.7,6.529479366362011,-10.258337326923318,-830.15555939328,-9.431199265492427,-256.75534474160025,0.0,2.96998264,590.3664577137127,256.5896652777237,-484.2184189159907,114.01240181965505,47.551480960097976,-154.7829834862991,0.045,0.0009693470994877356,0.026896284787967992,0.0,0.3690245636584441,2.96998264,252.95822404016934,0.09695704134785083,6.94640365344737,0.001786836373905874,18.21614813638628,0.9939143200527604,0.1316223628362761,-871.174450442173,41.018891048893025,22780.01490077486,-9845.266526053534,28.22326052029336,0.06867587875583193,7210.870526060006,-3026.365610457978,28.061231715592978,0.06867587875583193,26055.886458108154,-16222.65498727663,22.513340169039065,0.0672846125515661,1020.813214626154,-644.6027098915802,14.963190531741425,0.06867587875583193,57.9888863987242,-60.25801133045638,12.510992884967852,0.06867587875583193,-58.510379616337254,20.984610713485424,0.32548586590269935,-107.77014075247328,21.040585706777634,0.5611340362873486,324.29983338463086,20.292089275742782,0.2805103236939845,82.79525864508197,19.752154390580838,0.32548586590269935,6.1751873299294955,20.2116593586584,0.32548586590269935,-152.9099711369563,21.118441329327656,0.32548586590269935,-94.0797878538735,21.260260064515684,0.32548586590269935,11.359909196988854,18.799153997374926,0.32548586590269935,-68.81696040016116,18.989510855685864,0.5362639706129531,57.457051203178345,18.78041338144664,0.5611340362873486
2019-01-15 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.476688113634175,0.0,16.094828269922377,9.75,6.529479366362011,-134.46098483298036,-1009.1244179563399,-13.791377633095726,-298.36623553018546,0.0,3.563979167999999,397.7664644592848,253.51498103691478,-430.73915172810587,123.72714952247297,80.09023329744895,-169.03223775244456,0.053999999999999986,0.0012346214975608638,0.026896284787967992,0.0,0.3725375925175801,3.563979167999999,174.13264916230082,0.10043994349004143,6.727337051308029,0.001800556284829902,46.92436577826192,0.993260183963867,0.14270245453683342,-938.9010949761455,-70.22332298019431,15648.539462582334,-7418.197742210104,21.562762373311458,0.06867587875583193,5868.796241866116,-2636.166568121388,23.925827279514927,0.06867587875583193,12481.109835921949,-11080.331987015696,13.342236477575847,0.0672846125515661,687.7851171078328,-561.2562185481728,12.182079873807773,0.06867587875583193,29.156823550381116,-52.18421054155689,9.95831401502598,0.06867587875583193,-74.06993647345384,20.569912651011023,0.32548586590269935,-109.55202963781291,20.59449550176677,0.5611340362873486,294.64826961930083,19.89125169174763,0.2805103236939845,116.52377453450366,18.842229828766964,0.32548586590269935,6.959971954509807,19.676245376885714,0.32548586590269935,-135.90345241279525,20.64016090053627,0.32548586590269935,-98.60659758424966,20.831670761722275,0.32548586590269935,-84.87110857997341,17.02223547941974,0.32548586590269935,159.07883549614903,16.125827141628353,0.5362639706129531,-74.20772691616985,16.519734398002065,0.5611340362873486
2019-01-15 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.873865888107332,0.0,13.238249620645785,8.35,6.529479366362011,-283.36623103718244,-875.5828432194205,-16.987136033184164,-321.7980262229441,0.0,6.533961808,110.74714035382719,258.237599168814,-369.1016084336913,127.26734801939314,82.20720175367951,-168.95704177963447,0.099,0.001416195558172535,0.026896284787967992,0.0,0.3749421778059933,6.533961808,48.884969410945835,0.10514128803727302,6.467350721834717,0.0018181510795792985,45.176739411447706,0.9939884936601017,0.13760690055303396,-699.4783797516067,-176.1044634678138,4495.151353798795,-3577.1319423686136,11.456055304483206,0.06867587875583193,1960.1993694832597,-1354.388570234456,13.324386970528629,0.06867587875583193,1446.8358059595205,-6861.943797285602,5.017281905660571,0.0672846125515661,191.4948637039043,-445.30159798398233,9.216357411916704,0.06867587875583193,2.5641239039999997,-45.08466920457484,7.839524530414876,0.06867587875583193,-71.82872539269508,19.986055983696648,0.32548586590269935,-108.60096890053234,20.01418090663168,0.5611340362873486,254.73729889685794,19.37850622356117,0.2805103236939845,150.5475848452005,17.789782841769444,0.32548586590269935,8.07580788441896,18.974157536880842,0.32548586590269935,-126.31819052032758,20.045069844890907,0.32548586590269935,-106.6128068129201,20.289246952991746,0.32548586590269935,-140.24369196586588,14.005938695528142,0.32548586590269935,353.1453153098964,12.32347077462107,0.5362639706129531,-212.90162334402606,13.318036890924303,0.5611340362873486
2019-01-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.177958434112398,0.0,10.361695274314675,6.1,6.529479366362011,-384.9103482835523,-779.5285040990476,-22.133187315604996,-368.6288205701525,0.0,10.691937504,0.0,269.24868559035525,-291.45069258786003,128.58202931359068,58.83477869137781,-187.36716108437193,0.162,0.0015985875748720658,0.026896284787967992,0.0,0.3773575952868949,10.691937504,-4.840277901794735,0.11075949933247053,6.176269292798532,0.0018330479337705285,39.81332793466378,0.9969995723435618,0.12808114010483607,-575.2989001024569,-204.22960399659073,0.0,-1840.5788223658042,5.237891065023889,0.06867587875583193,0.0,-596.8226581850444,5.457955770548614,0.06867587875583193,0.0,-5976.095933236263,1.9667907528461035,0.0672846125515661,0.0,-398.65500862927155,6.614941055234163,0.06867587875583193,0.0,-43.71497378105414,5.751527985092552,0.06867587875583193,-51.752264386790074,19.27313819601426,0.32548586590269935,-105.28069551034993,19.341058514510937,0.5611340362873486,204.48639461667153,18.7956241498904,0.2805103236939845,177.93836325585005,16.72933476547095,0.32548586590269935,9.112083334433539,18.189228700873063,0.32548586590269935,-118.7720131741844,19.364745255466303,0.32548586590269935,-115.73186813562819,19.66374623719621,0.32548586590269935,-119.3212339463785,10.89407448812394,0.32548586590269935,382.22067851643743,9.275339321448904,0.5362639706129531,-262.89944457005475,10.44784481642243,0.5611340362873486
2019-01-15 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.444010905528117,0.0,7.5835212475484415,4.15,6.529479366362011,-432.96776237979395,-615.7757567924015,-25.463742751442776,-405.28426292550233,0.0,10.691937504,0.0,290.48052836319437,-204.0003740459128,133.3278013305373,26.601866678074384,-206.47864793214364,0.162,0.0016897078303120074,0.026896284787967992,0.0,0.37856430083155934,10.691937504,-12.911694206848829,0.11673350155093562,5.852978667098477,0.0018464704154985254,32.591072141099225,0.9988846472341584,0.11031495393980718,-402.00063136514484,-213.7751254272566,0.0,-1678.4256691226994,3.133037177322658,0.06867587875583193,0.0,-536.8520940674617,3.274644207590385,0.06867587875583193,0.0,-5536.545236898196,-0.10322606755359863,0.0672846125515661,0.0,-391.1216362637812,4.851041102417582,0.06867587875583193,0.0,-42.02518772628147,3.8810651113794554,0.06867587875583193,-22.069840885340575,18.521454424475653,0.32548586590269935,-101.05654844430319,18.650045583799017,0.5611340362873486,154.06997669382508,18.197845458630194,0.2805103236939845,193.37632878696076,15.81289004260503,0.32548586590269935,10.538681094908721,17.344218788854132,0.32548586590269935,-111.78927146344455,18.669023483454502,0.32548586590269935,-123.06932578260542,19.014799005285003,0.32548586590269935,-92.46089603164303,7.952690802517297,0.32548586590269935,379.62541606224477,6.511127787438536,0.5362639706129531,-287.1645200305982,7.7616307898009405,0.5611340362873486
2019-01-15 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.76972240309289,0.0,5.619725594315309,3.05,6.529479366362011,-460.90631512734933,-485.6188895321713,-27.87241061873484,-419.11432820914746,0.0,10.691937504,0.0,297.40551397618907,-128.29097951975515,126.28833053108842,-14.739149918177617,-212.85385460999046,0.162,0.001782264812426249,0.026896284787967992,0.0,0.379790032947601,10.691937504,-24.611513803466973,0.12246657490094838,5.555197578107427,0.0018568081340753129,27.931510824037833,1.0011935621970545,0.10456596505526912,-289.62826833318775,-195.99062119898355,0.0,-1604.7667381551523,2.1045825941025873,0.06867587875583193,0.0,-496.105367499898,2.091113633082863,0.06867587875583193,0.0,-5254.496878462001,-1.0358389828671357,0.0672846125515661,0.0,-380.9115352348373,3.875791698390489,0.06867587875583193,0.0,-40.249780824206596,2.836072262518504,0.06867587875583193,9.417392266682993,17.801610289514745,0.32548586590269935,-91.37124556783856,17.986106748133682,0.5611340362873486,105.7572815364114,17.634503374355127,0.2805103236939845,197.8492640940428,15.08386549902696,0.32548586590269935,11.502362638118687,16.58434346688048,0.32548586590269935,-103.18119347364724,18.00713879914106,0.32548586590269935,-129.9738614937698,18.4011460091541,0.32548586590269935,-62.022916975658354,5.9091275817145705,0.32548586590269935,333.6963377573605,4.7783776497106505,0.5362639706129531,-271.6734207816954,5.937954725720687,0.5611340362873486
2019-01-15 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.105359908288357,0.0,3.9821516509909407,2.2,6.529479366362011,-480.99338986137064,-396.213733566067,-30.655897700736578,-425.4202044213231,0.0,12.077929402666665,0.0,306.70687201618995,-54.54657614728685,117.00747283020509,-49.24569679171953,-216.16168734094262,0.183,0.0019389214810681462,0.026896284787967992,0.0,0.3818646372136463,12.077929402666665,-36.99521714197767,0.12832982642000987,5.254195844269479,0.001866862659455557,25.53019794507521,1.0028992283582008,0.11216214793979278,-209.78853045424137,-186.4252031118256,0.0,-1546.4569399201357,1.164410735485424,0.06867587875583193,0.0,-467.65573198406287,1.05932072970858,0.06867587875583193,0.0,-5099.285899315892,-2.0143555517256084,0.0672846125515661,0.0,-377.75330118589324,3.060202657706871,0.06867587875583193,0.0,-39.45754196121099,1.962009116981426,0.06867587875583193,37.13156829781765,17.104521418094045,0.32548586590269935,-79.26589096985494,17.332620939886382,0.5611340362873486,60.54873573046219,17.081698954409756,0.2805103236939845,200.30396993950671,14.398273758704798,0.32548586590269935,12.333989998162055,15.852537321026922,0.32548586590269935,-95.5051092518987,17.36173381238094,0.32548586590269935,-135.54726374419653,17.79692684332988,0.32548586590269935,-44.16755020196406,4.221111466625902,0.32548586590269935,308.05712240909503,3.2715017640940465,0.5362639706129531,-263.8895722071275,4.386870973682889,0.5611340362873486
