,start_time,end_time,power,duration,energy
0,2019-01-15 18:00:00,2019-01-15 21:00:00,0.30187011644928696,0 days 03:00:00,0.905610349347861
1,2019-01-16 17:00:00,2019-01-16 19:00:00,0.1940247133043087,0 days 02:00:00,0.3880494266086174
